wdpaid,lc_2000,lc_2010,areakm2
555542339,Grassland,Shrubland (2010),4.2273
555542339,Grassland,Wetland (2010),0.054
555542339,Grassland,Water (2010),0.3447
555542339,Grassland,Artificial land (2010),0.0126
555542339,Shrubland,Cultivated land (2010),0.0063
555542339,Shrubland,Forest (2010),0.0423
555542339,Shrubland,Grassland (2010),2.7261
555542339,Shrubland,Shrubland (2010),2.547
555542339,Shrubland,Wetland (2010),0.0207
555542339,Shrubland,Water (2010),0.0666
555542339,Shrubland,Artificial land (2010),0.0036
555542339,Wetland,Forest (2010),0.0018
555542339,Wetland,Grassland (2010),0.2736
555542339,Wetland,Shrubland (2010),0.2025
555542339,Wetland,Wetland (2010),0.8757
555542339,Water,Cultivated land (2010),0.0369
555542339,Water,Forest (2010),0.99
555542339,Water,Grassland (2010),3.2256
555542339,Water,Shrubland (2010),9.0855
555542339,Water,Wetland (2010),1.2222
555542339,Water,Water (2010),78.408
555542339,Artificial land,Cultivated land (2010),0.027
555542339,Artificial land,Grassland (2010),0.0063
555542339,Artificial land,Artificial land (2010),0.1629
555547987,Cultivated land,Water (2010),0.0072
555547987,Cultivated land,Artificial land (2010),0.0018
555547987,Grassland,Grassland (2010),0.2997
555547987,Grassland,Wetland (2010),0.1413
555547987,Grassland,Water (2010),0.036
555547987,Grassland,Bare land (2010),0.297
555547987,Shrubland,Cultivated land (2010),0.0009
555547987,Shrubland,Grassland (2010),0.2313
555547987,Shrubland,Shrubland (2010),0.8901
555547987,Shrubland,Water (2010),0.1845
555547987,Shrubland,Artificial land (2010),0.0063
555547987,Shrubland,Bare land (2010),0.9333
555547987,Wetland,Grassland (2010),0.1953
555547987,Wetland,Wetland (2010),6.4836
555547987,Wetland,Water (2010),0.4482
555547987,Wetland,Bare land (2010),0.9333
555547987,Water,Cultivated land (2010),0.0054
555547987,Water,Grassland (2010),0.0207
555547987,Water,Shrubland (2010),0.0234
555547987,Water,Wetland (2010),0.1908
555547987,Water,Water (2010),9.1494
555547987,Water,Artificial land (2010),0.0009
555547987,Water,Bare land (2010),0.0774
555547987,Artificial land,Water (2010),0.0099
555547987,Artificial land,Artificial land (2010),0.0486
555547987,Bare land,Grassland (2010),0.6084
555547987,Bare land,Shrubland (2010),1.3014
555547987,Bare land,Wetland (2010),1.2141
555547987,Bare land,Water (2010),0.5211
555547987,Bare land,Artificial land (2010),0.0045
555547987,Bare land,Bare land (2010),605.0934
555547988,Forest,Forest (2010),7280.7084
555547988,Forest,Grassland (2010),7.5969
555547988,Forest,Wetland (2010),61.2378
555547988,Forest,Water (2010),3.0096
555547988,Grassland,Forest (2010),37.1286
555547988,Grassland,Grassland (2010),0.2907
555547988,Grassland,Wetland (2010),0.0054
555547988,Grassland,Water (2010),0.5454
555547988,Wetland,Forest (2010),3.7638
555547988,Wetland,Grassland (2010),0.0018
555547988,Wetland,Wetland (2010),62.2989
555547988,Wetland,Water (2010),0.0009
555547988,Water,Forest (2010),1.5516
555547988,Water,Grassland (2010),0.0207
555547988,Water,Water (2010),17.3331
555547989,Cultivated land,Cultivated land (2010),1.7865
555547989,Cultivated land,Forest (2010),0.0378
555547989,Cultivated land,Grassland (2010),0.1521
555547989,Cultivated land,Shrubland (2010),0.0009
555547989,Cultivated land,Water (2010),0.0198
555547989,Forest,Cultivated land (2010),0.009
555547989,Forest,Forest (2010),1.1772
555547989,Forest,Grassland (2010),0.0531
555547989,Forest,Shrubland (2010),0.0027
555547989,Grassland,Cultivated land (2010),0.0459
555547989,Grassland,Forest (2010),0.0459
555547989,Grassland,Grassland (2010),1.5264
555547989,Grassland,Shrubland (2010),0.0036
555547989,Shrubland,Forest (2010),0.0045
555547989,Shrubland,Grassland (2010),0.0018
555547989,Shrubland,Shrubland (2010),0.036
555547990,Cultivated land,Cultivated land (2010),119.5875
555547990,Cultivated land,Forest (2010),2.2878
555547990,Cultivated land,Grassland (2010),3.3966
555547990,Cultivated land,Shrubland (2010),0.0828
555547990,Cultivated land,Water (2010),1.728
555547990,Cultivated land,Artificial land (2010),0.0702
555547990,Cultivated land,Bare land (2010),0.0126
555547990,Forest,Cultivated land (2010),4.3623
555547990,Forest,Forest (2010),6998.9778
555547990,Forest,Grassland (2010),58.4046
555547990,Forest,Shrubland (2010),14.7375
555547990,Forest,Wetland (2010),0.0819
555547990,Forest,Water (2010),18.6102
555547990,Forest,Artificial land (2010),0.0072
555547990,Forest,Bare land (2010),0.6534
555547990,Grassland,Cultivated land (2010),2.592
555547990,Grassland,Forest (2010),61.2234
555547990,Grassland,Grassland (2010),507.8322
555547990,Grassland,Shrubland (2010),10.7586
555547990,Grassland,Wetland (2010),0.2799
555547990,Grassland,Water (2010),7.9713
555547990,Grassland,Artificial land (2010),0.0126
555547990,Grassland,Bare land (2010),2.907
555547990,Shrubland,Cultivated land (2010),0.0594
555547990,Shrubland,Forest (2010),15.0759
555547990,Shrubland,Grassland (2010),10.1052
555547990,Shrubland,Shrubland (2010),70.812
555547990,Shrubland,Wetland (2010),0.1071
555547990,Shrubland,Water (2010),1.0818
555547990,Shrubland,Artificial land (2010),0.0027
555547990,Shrubland,Bare land (2010),0.1413
555547990,Wetland,Forest (2010),0.0018
555547990,Wetland,Grassland (2010),0.0162
555547990,Wetland,Wetland (2010),2.2401
555547990,Wetland,Water (2010),0.0153
555547990,Wetland,Bare land (2010),0.0144
555547990,Water,Cultivated land (2010),1.2987
555547990,Water,Forest (2010),10.1736
555547990,Water,Grassland (2010),4.518
555547990,Water,Shrubland (2010),0.5931
555547990,Water,Wetland (2010),1.0035
555547990,Water,Water (2010),168.8247
555547990,Water,Bare land (2010),0.0045
555547990,Artificial land,Cultivated land (2010),0.0567
555547990,Artificial land,Forest (2010),0.009
555547990,Artificial land,Grassland (2010),0.0063
555547990,Artificial land,Shrubland (2010),0.0072
555547990,Artificial land,Artificial land (2010),1.0485
555547990,Bare land,Cultivated land (2010),0.0243
555547990,Bare land,Forest (2010),0.2511
555547990,Bare land,Grassland (2010),0.3051
555547990,Bare land,Shrubland (2010),0.1593
555547990,Bare land,Wetland (2010),0.0909
555547990,Bare land,Water (2010),0.0279
555547990,Bare land,Bare land (2010),17.8668
555547991,Forest,Forest (2010),11894.6511
555547991,Forest,Wetland (2010),1.2555
555547991,Forest,Water (2010),5.094
555547991,Grassland,Forest (2010),0.0873
555547991,Grassland,Grassland (2010),253.746
555547991,Grassland,Wetland (2010),0.3933
555547991,Grassland,Water (2010),1.926
555547991,Wetland,Wetland (2010),5.8185
555547991,Wetland,Water (2010),0.2169
555547991,Water,Wetland (2010),0.7866
555547991,Water,Water (2010),62.2674
555547992,Forest,Forest (2010),42.7041
555547992,Forest,Ocean (2010),4.005
555547992,Forest,Artificial land (2010),0.009
555547992,Ocean,Forest (2010),3.6684
555547992,Ocean,Ocean (2010),952.7463
555547992,Ocean,Artificial land (2010),0.045
555547992,Water,Forest (2010),0.0117
555547992,Water,Ocean (2010),0.1539
555547992,Artificial land,Forest (2010),0.0324
555547992,Artificial land,Ocean (2010),0.0045
555547992,Artificial land,Artificial land (2010),0.4347
555556045,No data,Forest (2010),0.0036
555556045,No data,Grassland (2010),0.0549
555556045,No data,Wetland (2010),0.09
555556045,No data,Water (2010),0.0009
555556045,No data,Bare land (2010),0.0027
555556045,Cultivated land,Cultivated land (2010),2.6649
555556045,Cultivated land,Grassland (2010),0.0774
555556045,Cultivated land,Water (2010),0.0018
555556045,Permanent ice or snow,Permanent ice or snow (2010),2781.2871
555556045,Permanent ice or snow,Forest (2010),4.4433
555556045,Permanent ice or snow,Grassland (2010),0.4653
555556045,Permanent ice or snow,Water (2010),0.18
555556045,Permanent ice or snow,Bare land (2010),11.4021
555556045,Forest,Permanent ice or snow (2010),4.5594
555556045,Forest,Forest (2010),302.5008
555556045,Forest,Grassland (2010),18.0612
555556045,Forest,Wetland (2010),0.6732
555556045,Forest,Water (2010),0.5076
555556045,Forest,Bare land (2010),6.9759
555556045,Grassland,No data (2010),0.0009
555556045,Grassland,Cultivated land (2010),0.0792
555556045,Grassland,Permanent ice or snow (2010),32.0796
555556045,Grassland,Forest (2010),43.9335
555556045,Grassland,Grassland (2010),1192.095
555556045,Grassland,Wetland (2010),40.1463
555556045,Grassland,Water (2010),0.4698
555556045,Grassland,Artificial land (2010),0.036
555556045,Grassland,Bare land (2010),193.518
555556045,Wetland,No data (2010),0.0216
555556045,Wetland,Forest (2010),0.207
555556045,Wetland,Grassland (2010),5.7771
555556045,Wetland,Wetland (2010),750.0717
555556045,Wetland,Water (2010),4.4271
555556045,Water,Permanent ice or snow (2010),0.0846
555556045,Water,Forest (2010),0.1098
555556045,Water,Grassland (2010),0.486
555556045,Water,Wetland (2010),5.1606
555556045,Water,Water (2010),10.7514
555556045,Water,Bare land (2010),0.1359
555556045,Artificial land,Grassland (2010),0.036
555556045,Artificial land,Artificial land (2010),0.6183
555556045,Bare land,Cultivated land (2010),0.0036
555556045,Bare land,Permanent ice or snow (2010),2.898
555556045,Bare land,Forest (2010),35.0631
555556045,Bare land,Grassland (2010),16.9011
555556045,Bare land,Wetland (2010),0.6786
555556045,Bare land,Water (2010),0.1278
555556045,Bare land,Artificial land (2010),0.0081
555556045,Bare land,Bare land (2010),577.6623
555556046,No data,Shrubland (2010),1.1493
555556046,No data,Artificial land (2010),0.0081
555556046,No data,Bare land (2010),2.7108
555556046,Forest,Forest (2010),21.3813
555556046,Forest,Shrubland (2010),2.5686
555556046,Grassland,Forest (2010),0.0054
555556046,Grassland,Grassland (2010),206.1666
555556046,Grassland,Shrubland (2010),23.1291
555556046,Grassland,Artificial land (2010),0.207
555556046,Grassland,Bare land (2010),3.9825
555556046,Shrubland,Forest (2010),2.52
555556046,Shrubland,Grassland (2010),6.2622
555556046,Shrubland,Shrubland (2010),3614.0292
555556046,Shrubland,Artificial land (2010),3.0654
555556046,Shrubland,Bare land (2010),42.8085
555556046,Artificial land,Grassland (2010),0.2097
555556046,Artificial land,Shrubland (2010),3.2904
555556046,Artificial land,Artificial land (2010),4.3614
555556046,Artificial land,Bare land (2010),0.2178
555556046,Bare land,Grassland (2010),5.1948
555556046,Bare land,Shrubland (2010),377.4591
555556046,Bare land,Artificial land (2010),0.2817
555556046,Bare land,Bare land (2010),3077.8839
555556047,Cultivated land,Cultivated land (2010),0.0261
555556047,Cultivated land,Forest (2010),0.0126
555556047,Cultivated land,Shrubland (2010),0.0189
555556047,Forest,Forest (2010),31.3038
555556047,Forest,Grassland (2010),0.3924
555556047,Forest,Shrubland (2010),0.3708
555556047,Forest,Bare land (2010),0.0126
555556047,Grassland,Forest (2010),0.4158
555556047,Grassland,Grassland (2010),57.2679
555556047,Grassland,Shrubland (2010),0.6183
555556047,Grassland,Bare land (2010),0.5121
555556047,Shrubland,Cultivated land (2010),0.0414
555556047,Shrubland,Forest (2010),0.288
555556047,Shrubland,Grassland (2010),0.0855
555556047,Shrubland,Shrubland (2010),24.0318
555556047,Shrubland,Bare land (2010),0.0531
555556047,Bare land,Forest (2010),0.486
555556047,Bare land,Grassland (2010),1.2744
555556047,Bare land,Shrubland (2010),0.414
555556047,Bare land,Bare land (2010),77.1606
555556048,Ocean,Ocean (2010),68.4315
555556048,Ocean,Grassland (2010),0.0018
555556048,Ocean,Shrubland (2010),0.0522
555556048,Ocean,Wetland (2010),0.3474
555556048,Ocean,Water (2010),0.0216
555556048,Ocean,Bare land (2010),2.3076
555556048,Grassland,Ocean (2010),0.0036
555556048,Grassland,Grassland (2010),242.1666
555556048,Grassland,Shrubland (2010),89.1765
555556048,Grassland,Wetland (2010),0.0045
555556048,Grassland,Artificial land (2010),0.0567
555556048,Grassland,Bare land (2010),216.7596
555556048,Shrubland,Cultivated land (2010),0.0009
555556048,Shrubland,Ocean (2010),2.5362
555556048,Shrubland,Grassland (2010),163.0773
555556048,Shrubland,Shrubland (2010),303.0885
555556048,Shrubland,Wetland (2010),0.2313
555556048,Shrubland,Water (2010),0.0504
555556048,Shrubland,Bare land (2010),70.0443
555556048,Wetland,Ocean (2010),0.639
555556048,Wetland,Grassland (2010),0.1224
555556048,Wetland,Shrubland (2010),3.4407
555556048,Wetland,Wetland (2010),10.872
555556048,Wetland,Water (2010),1.7874
555556048,Wetland,Bare land (2010),13.8456
555556048,Water,Ocean (2010),0.0243
555556048,Water,Grassland (2010),0.5166
555556048,Water,Shrubland (2010),0.2493
555556048,Water,Water (2010),0.3978
555556048,Water,Bare land (2010),3.7116
555556048,Artificial land,Grassland (2010),0.0522
555556048,Bare land,Ocean (2010),5.9508
555556048,Bare land,Grassland (2010),290.6955
555556048,Bare land,Shrubland (2010),35.7786
