wdpaid,year,class,pixels,path_2000_tif,path_2010_tif
10901,2000-2010,80-10,38,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S21_25_2000LC030\S21_25_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S21_25_2010LC030\S21_25_2010LC030.tif
10901,2000-2010,20-60,5,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S21_25_2000LC030\S21_25_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S21_25_2010LC030\S21_25_2010LC030.tif
10901,2000-2010,20-20,610150,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S21_25_2000LC030\S21_25_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S21_25_2010LC030\S21_25_2010LC030.tif
10901,2000-2010,20-40,11,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S21_25_2000LC030\S21_25_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S21_25_2010LC030\S21_25_2010LC030.tif
10901,2000-2010,40-60,64,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S21_25_2000LC030\S21_25_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S21_25_2010LC030\S21_25_2010LC030.tif
10901,2000-2010,60-30,265,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S21_25_2000LC030\S21_25_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S21_25_2010LC030\S21_25_2010LC030.tif
10901,2000-2010,40-40,7923,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S21_25_2000LC030\S21_25_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S21_25_2010LC030\S21_25_2010LC030.tif
10901,2000-2010,80-20,6,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S21_25_2000LC030\S21_25_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S21_25_2010LC030\S21_25_2010LC030.tif
10901,2000-2010,30-30,2549,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S21_25_2000LC030\S21_25_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S21_25_2010LC030\S21_25_2010LC030.tif
10901,2000-2010,30-10,242,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S21_25_2000LC030\S21_25_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S21_25_2010LC030\S21_25_2010LC030.tif
10901,2000-2010,40-20,162,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S21_25_2000LC030\S21_25_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S21_25_2010LC030\S21_25_2010LC030.tif
10901,2000-2010,80-80,711,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S21_25_2000LC030\S21_25_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S21_25_2010LC030\S21_25_2010LC030.tif
10901,2000-2010,20-10,202,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S21_25_2000LC030\S21_25_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S21_25_2010LC030\S21_25_2010LC030.tif
10901,2000-2010,20-30,1616,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S21_25_2000LC030\S21_25_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S21_25_2010LC030\S21_25_2010LC030.tif
10902,2000,0,9372,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,-1
10902,2000,40,161651,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,-1
10902,2000,80,42,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,-1
10902,2000,50,3509549,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,-1
10902,2000,20,2058428,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,-1
10902,2000,90,129,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,-1
10902,2000,60,234537,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,-1
10902,2000,30,17817,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,-1
10902,2010,0,803,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2010,40,173520,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2010,80,47,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2010,50,3472987,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2010,20,2088937,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2010,90,131,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2010,60,233928,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2010,30,21172,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,60-60,221472,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,50-50,3319793,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,50-30,2380,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,20-50,126482,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,40-0,130,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,90-90,32,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,30-40,570,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,20-90,31,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,60-40,1423,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,60-20,3150,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,40-50,15001,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,90-30,10,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,60-0,92,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,30-60,1554,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,40-30,1393,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,0-80,7,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,40-90,10,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,20-60,3439,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,90-50,3,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,50-60,5987,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,20-20,1898864,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,0-20,4707,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,0-40,427,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,50-20,147115,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,30-90,10,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,50-40,34228,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,0-60,485,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,60-90,29,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,20-40,24856,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,30-50,1157,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,40-60,929,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,60-30,1064,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,50-0,27,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,40-40,112012,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,60-50,7307,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,20-80,20,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,30-20,2885,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,80-20,22,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,30-30,11641,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,90-20,18,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,20-0,554,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,40-20,32176,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,80-80,20,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,0-50,3244,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,90-60,62,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,90-40,4,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,0-30,502,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,50-90,19,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000-2010,20-30,4182,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N11_55_2000LC030\N11_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N11_55_2010LC030\N11_55_2010LC030.tif
10902,2000,0,2150,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,-1
10902,2000,40,2002373,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,-1
10902,2000,80,3098,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,-1
10902,2000,50,12181771,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,-1
10902,2000,20,15081777,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,-1
10902,2000,90,28242,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,-1
10902,2000,60,2533302,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,-1
10902,2000,30,2433687,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,-1
10902,2010,0,5081,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2010,40,2851488,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2010,80,3690,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2010,50,12200228,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2010,20,14226521,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2010,90,348653,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2010,60,2413194,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2010,30,2217545,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,60-60,2336414,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,50-50,11514011,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,50-30,142117,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,20-50,371753,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,60-80,1,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,40-0,479,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,90-90,18344,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,30-40,224773,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,20-90,50590,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,60-40,30165,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,30-80,1,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,60-20,21229,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,40-50,153190,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,90-30,1184,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,60-0,930,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,30-60,42680,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,40-30,90233,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,40-90,25226,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,20-60,11045,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,30-0,1128,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,50-60,6933,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,20-20,13422617,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,80-50,258,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,50-80,406,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,90-0,304,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,50-20,330567,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
10902,2000-2010,30-90,230240,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N12_55_2000LC030\N12_55_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N12_55_2010LC030\N12_55_2010LC030.tif
