wdpaid,year,class,pixels,path_2000_tif,path_2010_tif
26652,2000-2010,30-20,2175,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_45_2000LC030\S59_45_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_45_2010LC030\S59_45_2010LC030.tif
26652,2000-2010,30-60,523,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_45_2000LC030\S59_45_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_45_2010LC030\S59_45_2010LC030.tif
26652,2000-2010,10-90,146,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_45_2000LC030\S59_45_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_45_2010LC030\S59_45_2010LC030.tif
26652,2000-2010,20-60,443,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_45_2000LC030\S59_45_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_45_2010LC030\S59_45_2010LC030.tif
26652,2000-2010,30-0,41,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_45_2000LC030\S59_45_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_45_2010LC030\S59_45_2010LC030.tif
26652,2000-2010,20-20,480601,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_45_2000LC030\S59_45_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_45_2010LC030\S59_45_2010LC030.tif
26652,2000-2010,0-20,137,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_45_2000LC030\S59_45_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_45_2010LC030\S59_45_2010LC030.tif
26652,2000-2010,90-0,14,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_45_2000LC030\S59_45_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_45_2010LC030\S59_45_2010LC030.tif
26652,2000-2010,30-90,975,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_45_2000LC030\S59_45_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_45_2010LC030\S59_45_2010LC030.tif
26652,2000-2010,60-90,208,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_45_2000LC030\S59_45_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_45_2010LC030\S59_45_2010LC030.tif
26652,2000-2010,10-20,11,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_45_2000LC030\S59_45_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_45_2010LC030\S59_45_2010LC030.tif
26652,2000-2010,60-30,1347,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_45_2000LC030\S59_45_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_45_2010LC030\S59_45_2010LC030.tif
26652,2000-2010,60-10,52,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_45_2000LC030\S59_45_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_45_2010LC030\S59_45_2010LC030.tif
26652,2000-2010,30-30,46292,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_45_2000LC030\S59_45_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_45_2010LC030\S59_45_2010LC030.tif
26652,2000-2010,90-20,2579,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_45_2000LC030\S59_45_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_45_2010LC030\S59_45_2010LC030.tif
26652,2000-2010,20-0,16,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_45_2000LC030\S59_45_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_45_2010LC030\S59_45_2010LC030.tif
26652,2000-2010,30-10,3,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_45_2000LC030\S59_45_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_45_2010LC030\S59_45_2010LC030.tif
26652,2000-2010,20-10,5,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_45_2000LC030\S59_45_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_45_2010LC030\S59_45_2010LC030.tif
26652,2000-2010,90-60,489,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_45_2000LC030\S59_45_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_45_2010LC030\S59_45_2010LC030.tif
26652,2000-2010,0-30,2,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_45_2000LC030\S59_45_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_45_2010LC030\S59_45_2010LC030.tif
26652,2000-2010,20-30,20065,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_45_2000LC030\S59_45_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_45_2010LC030\S59_45_2010LC030.tif
26652,2000,100,2232504,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,-1
26652,2000,40,119381,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,-1
26652,2000,10,173427,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,-1
26652,2000,50,171800,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,-1
26652,2000,20,7147168,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,-1
26652,2000,90,2080770,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,-1
26652,2000,60,163960,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,-1
26652,2000,30,852632,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,-1
26652,2000,255,19570,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,-1
26652,2010,100,2227468,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2010,40,124742,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2010,10,150566,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2010,50,106558,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2010,20,7394714,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2010,90,1646375,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2010,60,139449,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2010,30,1149130,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2010,255,22210,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,60-60,99375,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,255-90,54,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,10-10,126612,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,40-10,1363,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,50-10,5900,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,255-255,17648,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,30-10,2306,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,50-50,89476,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,50-30,18299,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,20-50,3693,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,100-60,1256,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,255-100,2,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,90-90,1412238,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,100-50,160,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,30-40,547,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,20-90,81605,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,60-40,544,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,20-255,2024,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,60-20,33333,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,10-50,998,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,40-50,190,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,90-30,306977,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,255-60,41,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,100-40,6,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,30-20,90152,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,90-40,389,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,30-100,3608,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,100-100,2156534,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,10-90,4948,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,255-40,27,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,40-30,940,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,10-40,1322,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,10-30,28764,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,40-90,411,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,20-60,13722,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,10-255,3,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,90-50,3381,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,50-60,7814,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,20-20,6941467,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,50-255,845,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,255-20,1015,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,100-30,4239,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,50-100,1298,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,50-20,14808,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,30-90,57325,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,100-20,11709,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,30-255,881,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,50-40,5504,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,90-100,53826,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,60-90,3531,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,20-40,6248,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,10-20,9794,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,30-50,2019,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,40-60,113,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,60-30,20294,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,60-10,548,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,100-90,58407,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,40-40,110155,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,60-50,6202,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,10-60,352,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,60-100,70,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,90-10,8142,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,10-100,634,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,30-30,687862,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,90-20,286234,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,20-100,11496,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,60-255,63,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,255-50,439,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,40-20,6202,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,20-10,5502,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,90-60,8844,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,50-90,27856,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,30-60,7932,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,40-255,7,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,100-10,193,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
26652,2000-2010,90-255,739,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\S59_40_2000LC030\S59_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\S59_40_2010LC030\S59_40_2010LC030.tif
