oid, id, partcount, pointcount
42459,155893.0,1,77
42460,16084460.0,10,5132
42461,57456.0,1,18
42462,22708869.0,7,939
42463,22734548.0,1,36
42464,193251.0,19,215782
42465,181253.0,72,26841
42466,22685468.0,6,729
42467,22707227.0,10,229
42468,16757660.0,1,75
42469,56341.0,4,834
42470,19198553.0,1,356
42471,22714380.0,1,248
42472,22714380.0,11,1105
42473,22714380.0,25,8308
42474,22714380.0,148,27555
42475,22714380.0,11,1123
42476,132813.0,23,94849
42477,185520.0,16,22795
42478,22692303.0,3,484
42479,22692303.0,2,371
42480,134333.0,1,356
42481,187572.0,1,7194
42482,189714.0,6,594
42483,22710808.0,1,1699
42484,55104.0,1,10
42485,156538.0,8,2343
42486,56452.0,2,577
42487,22693764.0,1607,107929
42488,22693764.0,4409,195523
42489,22693764.0,1862,114513
42490,22703215.0,1,175
42491,180368.0,1,3998
42492,68328587.0,31,54366
42493,67656595.0,1,39
42494,67656595.0,1,39
42495,22721058.0,388,16932
42496,22721058.0,1919,66628
42497,22721058.0,1525,102722
42498,164371.0,4,20443
42499,164371.0,2762,176885
42500,164371.0,4,336
42501,44710894.0,1,923
42502,154833.0,170,278255
42503,165832.0,4,35257
42504,59092.0,2,16
42505,47756038.0,1,15
42506,172453.0,6,6525
42507,14125.0,2,674
42508,14125.0,1,3416
42509,14125.0,1,16947
42510,14125.0,1,1671
42511,14125.0,1,336
42512,14125.0,71,61344
42513,62862.0,33,3559
42514,62862.0,1,2265
42515,62862.0,315,19633
42516,62862.0,232,32019
42517,19673922.0,1,484
42518,22692772.0,52,36504
42519,22692772.0,1,37
42520,104007160.0,244,26959
42521,156450.0,6,594
42522,162314.0,1,1025
42523,172550.0,9,275
42524,132983.0,75,230283
42525,135407.0,23,2430
42526,64196.0,2,74
42527,133683.0,4,119316
42528,180795.0,6,10843
42529,6728.0,1,90
42530,58962.0,10,3334
42531,2018.0,1,512
42532,58040.0,2,722
42533,164214.0,3,3979
42534,167637.0,1,50
42535,167637.0,1,135
42536,56128.0,1,55
42537,47102955.0,1,2929
42538,60638.0,1,565
42539,22727615.0,1,160
42540,196409.0,568,54612
42541,165907.0,24,65158
42542,44870.0,1,589
42543,136480.0,1,361
42544,63658.0,1,11
42545,63658.0,1,17
42546,134921.0,1,1408
42547,54624.0,1,22
42548,133502.0,112,373192
42549,22702726.0,11,133
42550,22702726.0,11,346
42551,22721894.0,4,314
42552,22721894.0,2,105
42553,61634657.0,37,4692
42554,186019.0,11,106784
42555,56824.0,1,142
42556,189529.0,1,14475
42557,187470.0,4,12873
42558,66083530.0,1,43
42559,184578.0,1,1914
42560,14935.0,4,2787
42561,22691307.0,1,528
42562,57975.0,1,567
42563,184613.0,2,838
42564,49830020.0,1,4142
42565,49830020.0,4,4908
42566,172931.0,3,1420
42567,172931.0,1,1084
42568,172931.0,2,336
42569,180804.0,25,4248
42570,180804.0,3,2231
42571,180804.0,2,278
42572,56124.0,1,41
42573,189793.0,523,25726
42574,182708.0,1,1419
42575,172927.0,4,2470
42576,172927.0,4,2470
42577,61076.0,1,1611
42578,63229.0,4,2637
42579,56210.0,1,1242
42580,136531.0,1,65
42581,187351.0,2,815
42582,191489.0,2,2144
42583,135688.0,1,186
42584,136695.0,2,38
42585,196019.0,363,7007
42586,22702511.0,7,3039
42587,194755.0,1,268
42588,170546.0,2,81
42589,103737960.0,7,261
42590,155238.0,4,125207
42591,55996.0,2,5857
42592,56865.0,1,408
42593,165834.0,7,2943
42594,181347.0,1,439
42595,59066.0,1,30
42596,178558.0,1,44
42597,166776.0,1796,84822
42598,166776.0,1,346
42599,166776.0,32,3325
42600,166776.0,2,706
42601,166776.0,11,913
42602,166776.0,1,506
42603,166776.0,1,449
42604,166776.0,1,194
42605,166776.0,1,237
42606,178423.0,1,34
42607,185013.0,1,1870
42608,60018.0,1,977
42609,60018.0,1,1844
42610,60018.0,2,1549
42611,60018.0,45,48275
42612,60018.0,42,16072
42613,22708370.0,29,2335
42614,193901.0,1,249
42615,19889.0,1,1444
42616,55986.0,1,21
42617,8306.0,11,14789
42618,181073.0,54,29002
42619,22713483.0,7,1037
42620,95569528.0,2442,85192
42621,39827.0,1,56
42622,86097808.0,1,285
42623,22708851.0,5,198
42624,22717606.0,5,394
42625,56586.0,1,31
42626,154765.0,1,29162
42627,164591.0,2,609
42628,189054.0,1,1525
42629,22683816.0,219,62074
42630,22683816.0,355,33109
42631,22683816.0,12,6048
42632,22711503.0,1,113
42633,17069.0,1,83
42634,57403.0,1,5467
42635,57403.0,1,361
42636,156740.0,1,69
42637,88109731.0,32,38002
42638,19352.0,1,29
42639,19352.0,64,4275
42640,19352.0,538,21632
42641,22686054.0,16,2514
42642,57322.0,1,23
42643,168929.0,5059,286789
42644,168929.0,226,63963
42645,22724354.0,3,111
42646,22724354.0,387,17281
42647,22724354.0,792,43389
42648,22724354.0,872,49766
42649,57914.0,1,765
42650,192793.0,87,226484
42651,194834.0,3,321
42652,15601916.0,7,18617
42653,20456.0,1,69
42654,193200.0,44,181481
42655,19199914.0,321,30987
42656,134639.0,13,638
42657,185500.0,93,45990
42658,185500.0,1,5045
42659,61724.0,1,499
42660,183948.0,9,38700
42661,177498.0,3,3198
42662,196436.0,5745,211773
42663,44792.0,1,425
42664,61673.0,1,485
42665,185417.0,2,6179
42666,185417.0,6,39267
42667,19199701.0,394,29466
42668,182187.0,92,59134
42669,182187.0,69,53247
42670,196250.0,5,617
42671,58956.0,4,8204
42672,21132559.0,1,1275
42673,22704215.0,10,569
42674,22724329.0,100,11516
42675,22724329.0,515,28717
42676,22724329.0,3220,135591
42677,22708339.0,8,388
42678,198743.0,8,96210
42679,134164.0,1,274
42680,22705963.0,10,2369
42681,86096929.0,1,88
42682,86096929.0,1,835
42683,103869618.0,5,171
42684,60766.0,16,37146
42685,60766.0,24,24833
42686,193712.0,78,358442
42687,2994.0,2,416
42688,18237739.0,1,2373
42689,19672662.0,1,483
42690,183863.0,1,3196
42691,1079.0,1,1587
42692,6483.0,1,26
42693,60935.0,1,1535
42694,41112.0,4,11653
42695,161712.0,2,249
42696,3327.0,1,3871
42697,3327.0,1,539
42698,41392.0,32,115774
42699,22711518.0,3,2730
42700,2475.0,379,819744
42701,12550.0,1,45
42702,12550.0,1,6
42703,12550.0,2,308
42704,12550.0,1,448
42705,185835.0,2,7586
42706,192548.0,1,364
42707,182630.0,1,814
42708,183634.0,6,27470
42709,57130.0,1,3327
42710,134133.0,3,3790
42711,168401.0,2,1191
42712,168401.0,1,497
42713,168401.0,1,97
42714,197916.0,9,8569
42715,49830265.0,1,334
42716,179008.0,1,854
42717,55329.0,6,3156
42718,162226.0,1,1027
42719,68463038.0,45,36115
42720,189716.0,6,594
42721,136133.0,1,403
42722,168464.0,66,14369
42723,168464.0,4,1807
42724,61841.0,1,361
42725,133162.0,18,193410
42726,178393.0,3,1551
42727,22685209.0,23,3380
42728,48442691.0,1,3355
42729,3180.0,1,42
42730,22713788.0,3,301
42731,12596.0,1,493
42732,12596.0,27,5077
42733,12596.0,1,115
42734,12596.0,1,225
42735,12596.0,2,1701
42736,163559.0,8,2149
42737,163559.0,4,1357
42738,163559.0,76,14717
42739,163559.0,127,19675
42740,163559.0,2,115
42741,185937.0,35,232738
42742,22710716.0,3,113
42743,22710716.0,1,219
42744,22710716.0,5,457
42745,22710716.0,39,10347
42746,88508987.0,1,178
42747,88508987.0,1,117
42748,22692966.0,31,4606
42749,22734513.0,1,784
42750,61890.0,7,170
42751,61890.0,1,120
42752,61890.0,13,424
42753,61890.0,7,307
42754,61890.0,1,70
42755,61890.0,3,1083
42756,134751.0,3,680
42757,56077744.0,1,67
42758,56077744.0,1,67
42759,22703327.0,9,6803
42760,58777.0,2,28944
42761,192794.0,15,35282
42762,174544.0,2,1012
42763,174544.0,4,6775
42764,174544.0,1,297
42765,174544.0,4,3438
42766,47141712.0,1,1082
42767,182343.0,1,723
42768,7854.0,13,20367
42769,23137.0,1,12849
42770,171321.0,1,345
42771,22719493.0,1,240
42772,22719493.0,1,365
42773,22719493.0,1205,40426
42774,22700974.0,5,373
42775,22700994.0,54,9724
42776,168374.0,4,65676
42777,183114.0,1,1082
42778,181865.0,14,17167
42779,181865.0,21,14035
42780,200087.0,1,430
42781,190680.0,1,13200
42782,103672703.0,1,95
42783,103672703.0,8,4486
42784,41671.0,1,257209
42785,61706.0,1,631
42786,197855.0,1,292
42787,29464.0,1,46
42788,3596.0,1,115
42789,3596.0,1,149
42790,3596.0,1,80
42791,3596.0,1,3254
42792,138082.0,1,446
42793,18199.0,9,1009
42794,46104199.0,8,34371
42795,56515.0,8,633
42796,157743.0,40,133776
42797,22683230.0,36,11927
42798,155631.0,1,224
42799,55344.0,1,110
42800,56844.0,1,16
42801,163799.0,3,5142
42802,189119.0,2314,153628
42803,103896785.0,136,21960
42804,183830.0,2,10292
42805,140.0,1,125
42806,140.0,1,1887
42807,140.0,1,336
42808,199717.0,2,2064
42809,184273.0,3,20643
42810,184273.0,7,5260
42811,184273.0,2,941
42812,22701577.0,100,78294
42813,22701577.0,21,22294
42814,62148689.0,1,55
42815,161831.0,299,39085
42816,22714403.0,9,3114
42817,171791.0,757,21125
42818,171791.0,7,953
42819,171791.0,457,26009
42820,171791.0,1,160
42821,171791.0,1,401
42822,184432.0,1,146
42823,22685940.0,83,6536
42824,22685940.0,1,361
42825,41711.0,5,53449
42826,79863661.0,1,5646
42827,103734886.0,1,46
42828,56877.0,1,76
42829,22703999.0,315,30461
42830,13127.0,1,169
42831,13127.0,2,4129
42832,135698.0,1,41
42833,135700.0,20,3481
42834,60472006.0,1,454
42835,22682292.0,1,10764
42836,55937.0,5,5470
42837,22711542.0,3,7946
42838,180371.0,22,76385
42839,197079.0,5,13321
42840,17046314.0,1,224
42841,22688241.0,5,1189
42842,181296.0,12,7754
42843,61915442.0,2,834
42844,133223.0,40,265841
42845,22696255.0,380,45802
42846,161592.0,1,52
42847,169620.0,3,353
42848,169620.0,3,423
42849,58599.0,1,5708
42850,58599.0,3,1083
42851,63809.0,3,1083
42852,167742.0,1,234
42853,182665.0,2,2307
42854,61173094.0,1,28
42855,103694114.0,1,29
42856,41339.0,2,1586
42857,156153.0,1,77
42858,198217.0,370,86616
42859,198217.0,71,25176
42860,22722400.0,22,14794
42861,22722400.0,4,4510
42862,168778.0,2550,154887
42863,40578.0,2,6221
42864,40578.0,1,269
42865,40578.0,6,9408
42866,40578.0,1,436
42867,137107.0,5,9134
42868,22713231.0,1,128
42869,134838.0,700,23321
42870,22704653.0,4,19663
42871,593.0,1,747
42872,157928.0,216,28655
42873,166247.0,405,25704
42874,49254604.0,8,1667
42875,18128749.0,49,758799
42876,87534534.0,17,2210
42877,16896959.0,1,574
42878,22727074.0,2,125
42879,155625.0,1,837
42880,193213.0,11206,599616
42881,193213.0,532,594990
42882,64553404.0,1,2256
42883,19319.0,1,151
42884,193735.0,1,730
42885,69917280.0,3,834
42886,177979.0,36,206276
42887,61581.0,2,215
42888,61581.0,5,636
42889,64164.0,1,361
42890,60004.0,37,4328
42891,22690908.0,5,597
42892,17882.0,1,11
42893,202292.0,6,4240
42894,202292.0,8,17401
42895,202292.0,4,4458
42896,592.0,19,1712
42897,15899.0,2,165
42898,6294.0,1,1011
42899,170026.0,4,57474
42900,49829741.0,7,2156
42901,59484.0,2,395
42902,157240.0,2,459
42903,58344.0,1,361
42904,198298.0,2,2345
42905,189000.0,1,2475
42906,198159.0,1,502
42907,54979.0,1,361
42908,20114.0,4,293
42909,20114.0,3,228
42910,59403.0,8,24581
42911,48442676.0,1,1665
42912,48442676.0,1,1665
42913,38517.0,8,277
42914,154904.0,6,2803
42915,176980.0,1,1130
42916,156503.0,1,234
42917,183886.0,7,26126
42918,22678955.0,97,10916
42919,56051766.0,1,76
42920,56051766.0,1,76
42921,12274.0,1,109
42922,51342998.0,1,11077
42923,72765456.0,1,95
42924,16238.0,16,3352
42925,169763.0,7,7039
42926,203293.0,9,1454
42927,22704138.0,290,15105
42928,22704138.0,429,17848
42929,61220.0,1,154
42930,55596.0,1,30
42931,61046.0,1,1485
42932,194795.0,1,781
42933,19414.0,2,722
42934,20638362.0,6,6917
42935,158894.0,1,701
42936,167321.0,1,289
42937,167321.0,1,359
42938,41594.0,3,2095
42939,103714645.0,2,119
42940,64046.0,9,1245
42941,22691505.0,46,4479
42942,22713125.0,5,781
42943,199734.0,15,2793
42944,180693.0,124,42567
42945,180693.0,290,50739
42946,180693.0,103,32730
42947,22688387.0,2,2685
42948,79129577.0,9,14776
42949,49829793.0,1,93
42950,198558.0,46,590653
42951,154858.0,1,1339
42952,22692990.0,1,365
42953,22692990.0,7,16806
42954,22692990.0,1,1038
42955,194854.0,11,230556
42956,134545.0,15,2884
42957,44698102.0,9,2041
42958,16734.0,3,159
42959,58973.0,8,3279
42960,58973.0,2,67
42961,22711299.0,32,5585
42962,14203.0,1,11
42963,14203.0,67,7333
42964,169421.0,5,23105
42965,169421.0,11,9301
42966,15147740.0,6,43766
42967,169137.0,3,904
42968,169137.0,2,1229
42969,169137.0,2,590
42970,169137.0,1,9123
42971,169137.0,6,1412
42972,169137.0,1,308
42973,169137.0,2,457
42974,169787.0,1,32
42975,169787.0,4,218
42976,180496.0,1,5415
42977,169505.0,1,4064
42978,169505.0,10,3017
42979,201334.0,1,116
42980,41209.0,2,291
42981,172763.0,1,134
42982,172763.0,1,134
42983,172763.0,1,3606
42984,172763.0,1,3606
42985,22695105.0,5,100
42986,22695105.0,160,10049
42987,181127.0,1,7649
42988,166893.0,4178,232806
42989,15005.0,1,323
42990,184186.0,12,9054
42991,184186.0,9,7891
42992,184186.0,35,39807
42993,61861.0,1,301
42994,61861.0,2,722
42995,61861.0,2,722
42996,22728310.0,1,97
42997,189175.0,23,1131
42998,22715501.0,53,21846
42999,56014.0,1,53
43000,22683045.0,1202,86386
43001,103792695.0,22,21284
43002,54633.0,4,2163
43003,19199601.0,101,15176
43004,22683193.0,736,39882
43005,137991.0,1,309
43006,198286.0,15,10784
43007,154951.0,95,473621
43008,153775.0,1,2807
43009,55686.0,1,361
43010,189190.0,163,6746
43011,138292.0,1,2561
43012,187953.0,2,2339
43013,159001.0,1,1805
43014,183761.0,1,10876
43015,182126.0,36,46459
43016,182126.0,22,47594
43017,22703524.0,1,54
43018,22706516.0,6,18230
43019,88585317.0,1,231
43020,88585317.0,1,191
43021,88585317.0,1,296
43022,88585317.0,1,311
43023,88585317.0,1,301
43024,88585317.0,1,260
43025,88585317.0,1,599
43026,88585317.0,1,179
43027,88585317.0,1,128
43028,88585317.0,1,191
43029,88585317.0,2,482
43030,88585317.0,1,286
43031,88585317.0,1,148
43032,88585317.0,1,169
43033,88585317.0,2,443
43034,88585317.0,1,103
43035,88585317.0,1,134
43036,88585317.0,1,78
43037,88585317.0,1,129
43038,88585317.0,1,106
43039,88585317.0,3,300
43040,88585317.0,1,107
43041,88585317.0,1,147
43042,88585317.0,1,149
43043,88585317.0,1,442
43044,88585317.0,1,168
43045,88585317.0,1,265
43046,88585317.0,1,222
43047,88585317.0,1,121
43048,88585317.0,1,197
43049,88585317.0,1,122
43050,88585317.0,1,268
43051,134724.0,1,1685
43052,48637802.0,1,25973
43053,48637802.0,1,25973
43054,134464.0,3,14514
43055,22715577.0,3,218
43056,181824.0,1,614
43057,68444760.0,1,1347
43058,60065.0,99,35165
43059,22688036.0,1,111
43060,57847.0,6,309
43061,103793298.0,11,4199
43062,103793298.0,534,30451
43063,103793298.0,1,17380
43064,180312.0,90,3946
43065,22706548.0,6,1517
43066,183803.0,1,29653
43067,194838.0,1,84318
43068,192626.0,1,185
43069,22687497.0,1,95
43070,79788960.0,1,74
43071,79788960.0,1,74
43072,13344.0,2,32
43073,176394.0,3,311
43074,176394.0,1,102
43075,22682785.0,1,1843
43076,44581291.0,1,341
43077,22719359.0,40,3540
43078,22718585.0,878,55888
43079,22718585.0,472,23901
43080,54666.0,1,628
43081,20635101.0,25,16989
43082,196049.0,2,16530
43083,183882.0,6,4784
43084,192535.0,1,431
43085,63988.0,8,4038
43086,47697896.0,2,2087
43087,48342164.0,3,24792
43088,49546929.0,1,4148
43089,49546929.0,1,4148
43090,6405.0,1,110
43091,202613.0,36,28836
43092,202613.0,35,39181
43093,202613.0,28,7994
43094,202613.0,18,7413
43095,202613.0,342,77242
43096,22719566.0,2,73
43097,183569.0,1,18181
43098,183835.0,2,52726
43099,203221.0,34,150351
43100,203221.0,1,22206
43101,203221.0,2,28605
43102,203221.0,2,57413
43103,203221.0,1,22731
43104,203221.0,2,19097
43105,203221.0,1,8370
43106,22685851.0,5,941
43107,64553524.0,1,1230
43108,41783.0,1,2152
43109,41783.0,3,8311
43110,183332.0,1,23655
43111,69584408.0,110,472664
43112,187730.0,7,14550
43113,16222447.0,61,26131
43114,67871036.0,62,546477
43115,105294263.0,1,21
43116,105294263.0,2,562
43117,58873.0,1,17
43118,64084.0,3,201
43119,197629.0,1,32
43120,197658.0,4,2095
43121,197658.0,2,768
43122,155550.0,1,77
43123,193513.0,9,469
43124,193513.0,11,1740
43125,193513.0,7,359
43126,195672.0,7,201044
43127,60455.0,1,1911
43128,178683.0,1,70
43129,183747.0,8,33675
43130,170327.0,24,107534
43131,175182.0,3,1578
43132,165627.0,3,48137
43133,42483618.0,3,211
43134,42483618.0,3,211
43135,103783163.0,34,4791
43136,103783163.0,170,127152
43137,188505.0,1,1840
43138,176215.0,8,927
43139,22692463.0,10,654
43140,22692463.0,292,111767
43141,22692463.0,1,4041
43142,13580773.0,3,1046
43143,22725044.0,5534,303196
43144,22725044.0,2841,167062
43145,22725044.0,15530,433550
43146,22725044.0,258,9555
43147,183297.0,6,32958
43148,19672635.0,1,483
43149,64791197.0,1,67
43150,56914.0,4,1444
43151,169530.0,107,5459
43152,44581051.0,1,316
43153,44581051.0,1,316
43154,164782.0,1,22
43155,103776669.0,1,530
43156,41446.0,3,2666
43157,179062.0,39,32850
43158,61832.0,1,19
43159,41797.0,8,31357
43160,59091.0,3,139
43161,15039158.0,1,1293
43162,13487740.0,7,106245
43163,55607.0,2,302
43164,171895.0,1,344
43165,17181974.0,1,2304
43166,42760615.0,1,34
43167,194806.0,1,679
43168,134463.0,8,9247
43169,22267.0,1,603
43170,22267.0,176,10438
43171,49254718.0,1,84
43172,177838.0,2,163
43173,5640.0,1,205
43174,178370.0,1,890
43175,181563.0,1,614
43176,22695238.0,13,8431
43177,22695238.0,3,1042
43178,22695238.0,77,79173
43179,22695238.0,1,18
43180,22695238.0,39,58154
43181,177542.0,1,20
43182,41300.0,1,205
43183,60446.0,1,389
43184,201339.0,4,320
43185,22681942.0,1,327
43186,22733372.0,19,4598
43187,156303.0,1,187
43188,7016.0,2,722
43189,195556.0,7,576
43190,199855.0,4,19963
43191,22723577.0,9,1210
43192,155095.0,4,15730
43193,198582.0,14,456677
43194,182930.0,1,339
43195,182930.0,1,252
43196,168855.0,5319,442126
43197,41202.0,9,16098
43198,135602.0,1,909
43199,196377.0,1,229
43200,54489.0,2,16
43201,161594.0,31,16894
43202,190853.0,484,20684
43203,69741251.0,1,1351
43204,190275.0,3,21067
43205,46103983.0,3,6278
43206,156541.0,3,1265
43207,22690991.0,10,22759
43208,22709467.0,1,119
43209,22709467.0,1,149
43210,22709467.0,2,544
43211,178806.0,57,106278
43212,22696470.0,1,4249
43213,22696470.0,3,3264
43214,22696470.0,68,3612
43215,22696470.0,2,78
43216,22696470.0,1231,101135
43217,190991.0,1,15
43218,199630.0,1,53
43219,187702.0,7,123775
43220,192692.0,4,112982
43221,48993845.0,1,493
43222,59318.0,1,759
43223,182554.0,2,5720
43224,182554.0,6,6108
43225,48442737.0,1,2645
43226,16858.0,1,75
43227,19018242.0,1,768
43228,22688193.0,4,148
43229,22688193.0,200,15553
43230,22688193.0,1370,69506
43231,22688193.0,73,12272
43232,19673317.0,1,483
43233,198300.0,1,153
43234,156818.0,6,1290
43235,19436.0,6,4348
43236,56318.0,1,361
43237,185828.0,2,7610
43238,57213.0,2,722
43239,168155.0,1,127
43240,168155.0,1,258
43241,168155.0,1,669
43242,168155.0,1,96
43243,22721560.0,3,199
43244,11384.0,5,7432
43245,11384.0,1,17
43246,11384.0,1,13
43247,55993.0,4,2440
43248,103768261.0,38,30615
43249,103768261.0,406,22084
43250,109284029.0,60,4788
43251,57692.0,3,1083
43252,134743.0,1,254
43253,154645.0,1,18
43254,22699239.0,10,1522
43255,48101133.0,1,118
43256,60484826.0,19,122843
43257,59392.0,8,1247
43258,187727.0,6,54819
43259,22696313.0,35,4056
43260,164216.0,22,12617
43261,79749307.0,257,44985
43262,185501.0,1,3995
43263,58386061.0,1,660
43264,58386061.0,3,882
43265,193145.0,41,227424
43266,134726.0,1,2954
43267,59820.0,23,14111
43268,59820.0,17,9869
43269,59820.0,305,67157
43270,133423.0,87,317144
43271,22710092.0,71,19414
43272,22710092.0,5,86
43273,198153.0,199,24045
43274,22711395.0,1,580
43275,185137.0,1,10955
43276,136702.0,1,6231
43277,159062.0,1,3350
43278,167274.0,92,9721
43279,167274.0,6,26918
43280,167274.0,105,21660
43281,56813.0,1,43
43282,202109.0,4,1241
43283,202109.0,2,1391
43284,202109.0,1,1267
43285,22678607.0,47,5393
43286,22729044.0,1,80
43287,178235.0,1,37
43288,60780.0,1,1911
43289,168554.0,1,1455
43290,168554.0,2,776
43291,13883.0,1,2652
43292,22691327.0,40,22598
43293,183819.0,3,21600
43294,195588.0,1,20
43295,40577.0,1,5869
43296,40577.0,1,172
43297,40577.0,3,588
43298,190363.0,37,496811
43299,49829608.0,2,588
43300,49829608.0,14,5445
43301,61548.0,25,4408
43302,155851.0,1,1601
43303,153778.0,1,3588
43304,197626.0,1,136
43305,14277380.0,11,3533
43306,59398.0,1,43
43307,167387.0,3139,153011
43308,167387.0,48,4111
43309,167387.0,101,11715
43310,75605318.0,1,158
43311,75605318.0,1,178
43312,22723006.0,11,6513
43313,22727557.0,66,10568
43314,155051.0,1,28990
43315,22712131.0,4,129
43316,135793.0,2,722
43317,22704724.0,1,44
43318,2802.0,1,570
43319,133515.0,10,135320
43320,22719238.0,1,221
43321,41478.0,2,137
43322,161351.0,4,8958
43323,22715955.0,6,119
43324,5615.0,1,32
43325,50009074.0,1,532
43326,50009074.0,89,8771
43327,169878.0,1,38
43328,169878.0,3,167
43329,178216.0,1,119
43330,50009857.0,1,369
43331,50009857.0,1,80
43332,50009857.0,1,67
43333,50009857.0,1,388
43334,50009857.0,1,34
43335,50009857.0,1,21
43336,50009857.0,6,305
43337,50009857.0,1,8
43338,155497.0,1,317
43339,22713944.0,5,3055
43340,184278.0,1,528
43341,16022.0,1,2633
43342,16022.0,1,1726
43343,184898.0,146,4872
43344,184898.0,7,394
43345,22727220.0,424,23865
43346,35025.0,1,33
43347,54846.0,6,1162
43348,135965.0,1,16
43349,62147340.0,1,1348
43350,164587.0,1,112
43351,17232.0,4,1258
43352,22719273.0,14,1842
43353,103765237.0,1,1383
43354,135526.0,7,3424
43355,135526.0,1,1190
43356,162106.0,13,3384
43357,22736000.0,1,220
43358,69291989.0,1,117
43359,69291989.0,1,311
43360,69291989.0,1,119
43361,69291989.0,1,258
43362,69291989.0,1,442
43363,69291989.0,1,178
43364,189531.0,987,90050
43365,189573.0,1,100
43366,64792604.0,3,1060
43367,181029.0,161,6640
43368,181029.0,42,1374
43369,181029.0,4,188
43370,22728031.0,39,2451
43371,185329.0,15,18084
43372,55298.0,1,1764
43373,202436.0,1,921
43374,202436.0,2,753
43375,202436.0,1,688
43376,187623.0,17,53599
43377,22683516.0,85,20686
43378,22707801.0,3,3090
43379,22707801.0,86,8413
43380,22717018.0,2,8010
43381,60360.0,11,9621
43382,60360.0,2,11384
43383,22723386.0,3,4734
43384,19896.0,1,2023
43385,166883.0,40,152680
43386,61998257.0,47,8612
43387,13960.0,2,200
43388,134801.0,57,12952
43389,199750.0,3,274
43390,42597.0,7,650
43391,60960.0,1,1485
43392,181831.0,7,6597
43393,181831.0,4,12179
43394,22704304.0,1,22
43395,169147.0,1501,58718
43396,169147.0,50,2164
43397,169147.0,2,913
43398,169147.0,89,4077
43399,22700488.0,26,1826
43400,22700488.0,143,5638
43401,194867.0,1,619
43402,47944020.0,3,7492
43403,47944020.0,22,491691
43404,10724.0,4,35216
43405,198316.0,1,317
43406,133556.0,88,334768
43407,177540.0,673,26045
43408,177540.0,1922,119091
43409,22679292.0,1,2196
43410,56342.0,1,361
43411,164713.0,1,237
43412,170571.0,1,48
43413,14146.0,18,6687
43414,135709.0,1,1165
43415,154996.0,31,358192
43416,61662625.0,3,603
43417,55425.0,4,903
43418,4369.0,1,129
43419,4369.0,1,4636
43420,19385139.0,1,1068
43421,22692866.0,1,43
43422,22692866.0,1,43
43423,176041.0,2,892
43424,13110.0,1,63
43425,56078.0,1,45527
43426,63313.0,1,1419
43427,16501736.0,2,3532
43428,22696753.0,7,38676
43429,22696753.0,5,22690
43430,177554.0,1,342
43431,177554.0,1,342
43432,54518.0,1,88
43433,22682315.0,1,164
43434,80165940.0,1,5646
43435,22720878.0,99,10622
43436,22720878.0,2472,103006
43437,22720878.0,234,21923
43438,22720878.0,137,8486
43439,187744.0,61,119701
43440,54988.0,6,841
43441,47251802.0,10,9286
43442,2147.0,3,41
43443,2147.0,5,3199
43444,78776120.0,10,12257
43445,203337.0,1,17
43446,176942.0,3,1429
43447,176942.0,2,1544
43448,176942.0,1,161
43449,19781.0,17,3113
43450,19781.0,34,6462
43451,19781.0,89,3291
43452,19781.0,13,5500
43453,22721040.0,1,157
43454,22721040.0,1,96
43455,22721040.0,7,141
43456,60799.0,1,996
43457,22690635.0,230,49090
43458,44515.0,1,133
43459,19199092.0,5,30944
43460,47755641.0,1,552
43461,47755641.0,1,619
43462,47755641.0,1,552
43463,136770.0,1,60
43464,136770.0,1,252
43465,136770.0,1,309
43466,136770.0,2,61
43467,136770.0,7,8308
43468,136770.0,3,515
43469,136770.0,1,354
43470,136770.0,1,83
43471,136770.0,3,2875
43472,136770.0,1,6111
43473,136770.0,1,818
43474,136770.0,2,757
43475,136770.0,1,389
43476,136770.0,1,1253
43477,136770.0,1,23
43478,136770.0,1,279
43479,136770.0,3,454
43480,136770.0,1,171
43481,136770.0,1,116
43482,136770.0,1,173
43483,182608.0,1,702
43484,182608.0,1,347
43485,133529.0,6,15006
43486,22735965.0,2360,156033
43487,22735965.0,182,12847
43488,69779213.0,3,4799
43489,6726.0,1,250
43490,55312.0,2,68
43491,48635233.0,48,9461
43492,48635233.0,1,1386
43493,48635233.0,17,7955
43494,19338.0,1,389
43495,132963.0,1,47843
43496,64128.0,2,185
43497,22684714.0,9,459
43498,58430.0,1,12
43499,202307.0,2,3507
43500,202307.0,8,2825
43501,202307.0,4,3008
43502,180305.0,1,1083
43503,16405685.0,24,110696
43504,165646.0,4,53222
43505,158616.0,2,412
43506,38530.0,1,394
43507,38530.0,1,250
43508,38530.0,1,339
43509,38530.0,2,185
43510,38530.0,4,265
43511,38530.0,2,324
43512,38530.0,1,239
43513,38530.0,1,231
43514,38530.0,2,181
43515,38530.0,8,323
43516,193268.0,14,77342
43517,133448.0,65,353873
43518,12074.0,1,1658
43519,58502.0,1,9187
43520,22700315.0,1,47
43521,22700315.0,4,7794
43522,168106.0,1,258
43523,168106.0,1,669
43524,168106.0,1,44
43525,168106.0,1,32
43526,168106.0,1,127
43527,168106.0,1,96
43528,168106.0,1,21
43529,168106.0,1,55
43530,132828.0,8,21578
43531,164768.0,2,148
43532,83774146.0,1,681
43533,177258.0,34,11881
43534,177258.0,18,3005
43535,177258.0,19,12167
43536,189418.0,98,209795
43537,63918.0,4,182
43538,158849.0,1,2508
43539,134135.0,2,14783
43540,103676093.0,1,1749
43541,184044.0,7,15065
