oid, id, partcount, pointcount
3424,171900.0,6,7209
3425,200373.0,1,742
3426,156877.0,104,9556
3427,596.0,2,8376
3428,60952.0,1,1485
3429,103849103.0,4,403
3430,169861.0,1,22
3431,169861.0,1,43
3432,44528.0,1,1217
3433,22695069.0,12,12193
3434,22695069.0,9,17781
3435,22695069.0,1,1422
3436,22735325.0,1,399
3437,22719394.0,11,457
3438,168095.0,1,96
3439,168095.0,1,55
3440,168095.0,1,127
3441,168095.0,1,258
3442,168095.0,1,26
3443,168095.0,1,669
3444,22718761.0,123,11045
3445,22695886.0,12,1896
3446,22695886.0,2,169
3447,22722159.0,1,617
3448,192707.0,1,4771
3449,22693404.0,23,960
3450,22693404.0,29,4790
3451,22693404.0,523,65768
3452,22693404.0,23,7410
3453,22693404.0,2463,122580
3454,85342651.0,1,80
3455,195534.0,2,446
3456,82125274.0,1,1199
3457,61801.0,1,361
3458,22693543.0,179,21317
3459,22693543.0,148,32035
3460,22693543.0,50,13885
3461,6206.0,10,9151
3462,156893.0,5,2263
3463,176799.0,199,14442
3464,44224.0,8,8588
3465,16084410.0,6,14868
3466,177219.0,9,2567
3467,177219.0,53,23546
3468,177219.0,17,15044
3469,155146.0,37,152608
3470,171975.0,1,318
3471,47691451.0,1,1812
3472,49830732.0,5,7172
3473,54594.0,2,382
3474,156193.0,12,2576
3475,61868.0,1,15
3476,15431.0,1,2943
3477,170285.0,2,28775
3478,39912.0,1,181
3479,58741.0,2,542
3480,157100.0,1,222
3481,58017.0,1,41
3482,55238.0,1,361
3483,103870738.0,11,5749
3484,136443.0,1,601
3485,187917.0,1,581
3486,199401.0,17,156579
3487,49830430.0,1,296
3488,22687957.0,1,38
3489,8210.0,1,20
3490,8210.0,2,134
3491,16441631.0,24,164481
3492,22736440.0,2,396
3493,22736440.0,2,428
3494,183693.0,10,32495
3495,194894.0,1,1969
3496,68378821.0,2,5375
3497,43702.0,4,1397
3498,166430.0,1,4587
3499,166430.0,1,786
3500,166430.0,4,1699
3501,166430.0,1,297
3502,44765.0,2,847
3503,165699.0,6,20543
3504,80582503.0,2,5337
3505,154815.0,33,84461
3506,64231.0,1,18046
3507,136474.0,1,6619
3508,167368.0,4168,206609
3509,167368.0,74,13995
3510,167368.0,98,4684
3511,167368.0,12,4881
3512,185374.0,3,1401
3513,46087000.0,30,465507
3514,22703136.0,12,9086
3515,39911.0,1,182
3516,182039.0,1,5411
3517,182039.0,4,2353
3518,61436.0,3,42
3519,61436.0,8,29214
3520,61436.0,1,361
3521,61436.0,6,6088
3522,61436.0,1,13
3523,61436.0,1,17
3524,61436.0,1,167
3525,182849.0,5,13484
3526,182849.0,11,6268
3527,78774610.0,1,5646
3528,57249.0,1,42
3529,172141.0,1,310
3530,190581.0,1,15900
3531,199232.0,14,56728
3532,16406269.0,2,42960
3533,167924.0,3782,215830
3534,167924.0,3,2325
3535,57187.0,1,361
3536,54987.0,1,57
3537,29409.0,1,995
3538,29465.0,1,238
3539,16852.0,1,67
3540,16852.0,1,241
3541,16852.0,1,61
3542,41328.0,1,4707
3543,21492.0,1,1363
3544,21492.0,1,4872
3545,21492.0,1,18
3546,21492.0,1,787
3547,21492.0,1,429
3548,21492.0,1,351
3549,21492.0,1,175
3550,21492.0,1,109
3551,41395.0,1,39
3552,22691142.0,156,34797
3553,182079.0,1,381
3554,156876.0,5,1159
3555,134674.0,7,8263
3556,13152168.0,1,96
3557,161475.0,1,240
3558,175198.0,2,943
3559,175198.0,1,215
3560,175198.0,1,194
3561,178241.0,2,6353
3562,60911.0,1,1611
3563,135574.0,1085,112311
3564,135574.0,484,48365
3565,135815.0,1,12
3566,196623.0,180,15645
3567,103761332.0,15,524
3568,158844.0,2,320
3569,182898.0,7,8286
3570,182898.0,3,10847
3571,45955979.0,1,102
3572,45955979.0,1,1450
3573,156891.0,3,597
3574,192423.0,7,114719
3575,60844.0,1,3206
3576,195962.0,1,96
3577,136086.0,1,11
3578,157110.0,1,1162
3579,14276321.0,50,7603
3580,16545326.0,6,37872
3581,22684215.0,41,13475
3582,47102972.0,2,407
3583,47102972.0,1,11
3584,47102972.0,1,52
3585,47102972.0,1,737
3586,47102972.0,1,229
3587,47102972.0,2,725
3588,47102972.0,1,12
3589,47943766.0,12,209881
3590,47943766.0,12,209881
3591,132902.0,5,12701
3592,2585.0,41,14396
3593,2585.0,1,1814
3594,103693676.0,4,2102
3595,136037.0,1,738
3596,22715814.0,6,16201
3597,182339.0,2,22891
3598,182339.0,3,2760
3599,22679398.0,1,2041
3600,47942055.0,39,39689
3601,156706.0,1,27
3602,22734941.0,17,3943
3603,55647.0,1,52
3604,55647.0,46,4394
3605,22695363.0,2,297
3606,22695363.0,88,6098
3607,22695363.0,39,2098
3608,22695363.0,567,50596
3609,22695363.0,751,34912
3610,198082.0,821,33978
3611,198082.0,6,863
3612,20249446.0,36,258306
3613,174096.0,3,1943
3614,196090.0,7,82
3615,16084359.0,6,4401
3616,136836.0,1,820
3617,136836.0,1,177
3618,136836.0,6,15285
3619,22690080.0,801,36059
3620,61232.0,1,249
3621,155515.0,1,77
3622,22721097.0,7,259
3623,22721097.0,1500,90689
3624,22721097.0,629,40376
3625,22721097.0,2831,96361
3626,178538.0,14,908
3627,17175.0,2,293
3628,17175.0,1,2437
3629,17175.0,2,4401
3630,41111.0,4,4979
3631,185265.0,13,29963
3632,56423.0,1,16
3633,178972.0,2,16958
3634,22690117.0,4,270
3635,22709280.0,43,13345
3636,187367.0,14,2477
3637,189021.0,531,24178
3638,22710400.0,810,11962
3639,103815245.0,2,193
3640,103815245.0,7,297
3641,157186.0,10,2414
3642,22716406.0,1,6474
3643,203585.0,1,52
3644,192119.0,1,8108
3645,44698055.0,1,740
3646,70011608.0,20,215124
3647,49254371.0,1,145
3648,22679703.0,2,1770
3649,170019.0,1,1816
3650,195454.0,3,1116
3651,22700847.0,3,10050
3652,49829710.0,1,421
3653,49829710.0,3,859
3654,155986.0,52,15456
3655,155986.0,548,83664
3656,41389.0,3,3932
3657,187543.0,1,2375
3658,16084437.0,3,5145
3659,180764.0,30,8573
3660,189510.0,1,98
3661,189510.0,5,153
3662,22714797.0,1,15
3663,22714797.0,1,8
3664,60456.0,1,1911
3665,64355.0,1,28
3666,136249.0,1,38
3667,181629.0,56,17411
3668,47262569.0,49,103873
3669,182125.0,1,936
3670,182125.0,2,1088
3671,59548.0,2,836
3672,155260.0,3,372430
3673,173224.0,2,53
3674,166903.0,2,13824
3675,166903.0,2,570
3676,169863.0,36,9583
3677,43974.0,12,50893
3678,21110276.0,1907,403943
3679,166801.0,100,13388
3680,166801.0,14,1251
3681,166801.0,1,2298
3682,194777.0,361,17853
3683,15904.0,1,906
3684,22717212.0,1,1520
3685,60481712.0,3,39312
3686,185273.0,10,24866
3687,185273.0,4,3772
3688,190573.0,1,723
3689,61188.0,2,162
3690,190135.0,16,50193
3691,172510.0,2,880
3692,172510.0,2,748
3693,177392.0,6,3201
3694,177392.0,3,975
3695,177392.0,4,3979
3696,196369.0,10,466
3697,22718027.0,48,11559
3698,22718027.0,1,24
3699,9564.0,2,264
3700,60883.0,1,1485
3701,56051928.0,1,57
3702,56051928.0,1,57
3703,58149.0,2,246
3704,188967.0,1,1549
3705,136359.0,1,120
3706,182385.0,8,7859
3707,103727136.0,1,23
3708,49254424.0,3,956
3709,49830403.0,1,221
3710,180290.0,20,273271
3711,196480.0,2,642
3712,22726477.0,1,172
3713,169542.0,1,660
3714,169542.0,1,2532
3715,22682421.0,2,1100
3716,62452865.0,1,213
3717,63788.0,2,407
3718,134703.0,2,711
3719,22690604.0,38,14011
3720,60226.0,2,807
3721,170244.0,195,287283
3722,177256.0,1,368
3723,200438.0,1,105
3724,203046.0,7,1414
3725,14585.0,2,384
3726,40098.0,1,42
3727,182787.0,2,1156
3728,161581.0,2,6119
3729,55155.0,1,210
3730,55155.0,7,5214
3731,22723819.0,15,1335
3732,22723819.0,874,49633
3733,172753.0,1,1157
3734,172753.0,1,1157
3735,176686.0,1,361
3736,9124.0,1,46
3737,189384.0,1009,37806
3738,22706446.0,1,73
3739,22706446.0,26,7844
3740,22706446.0,2,19
3741,22720894.0,230,68880
3742,22720894.0,3,371
3743,22720894.0,411,137046
3744,22720728.0,1,49
3745,192807.0,1,17270
3746,134019.0,3,10737
3747,194783.0,583,29235
3748,132795.0,23,11896
3749,155768.0,9,1533
3750,202392.0,1,551
3751,22693344.0,9,333
3752,22693344.0,4,1427
3753,22693344.0,1165,71404
3754,22693344.0,1541,91043
3755,22693344.0,29,23070
3756,135414.0,27,1417
3757,135414.0,60,5009
3758,180803.0,27,30899
3759,21115046.0,1,2393
3760,48994521.0,1,83
3761,22690936.0,5,866
3762,41511.0,1,2070
3763,41511.0,1,178
3764,41511.0,1,63
3765,41511.0,1,205
3766,41511.0,10,3052
3767,41511.0,1,268
3768,41511.0,1,190
3769,189602.0,1,84
3770,22696523.0,15,1093
3771,22729229.0,57,4323
3772,103682791.0,1,25
3773,22692548.0,3,516
3774,182717.0,1,1928
3775,136118.0,2,28154
3776,203042.0,13,4866
3777,203042.0,13,4866
3778,22724345.0,440,51765
3779,80218319.0,1,5646
3780,99892252.0,1,56
3781,39086.0,28,2361
3782,161850.0,1,1035
3783,181252.0,40,3680
3784,181252.0,1,462
3785,47144741.0,6,10035
3786,199599.0,1,60
3787,13161725.0,4,3317
3788,13161725.0,4,3317
3789,190434.0,11,28761
3790,22680500.0,1,33
3791,22680500.0,526,71332
3792,154667.0,6,4454
3793,22701997.0,2,92
3794,22701997.0,1,12
3795,6822.0,43,2929
3796,47696294.0,10,761
3797,184002.0,1,1179
3798,182123.0,2,990
3799,196400.0,7,501
3800,190134.0,10,54552
3801,199983.0,1,1483
3802,13850.0,2,762
3803,13850.0,1,704
3804,44225.0,4,22045
3805,103898453.0,3,25507
3806,103898453.0,87,14011
3807,10957.0,2,2337
3808,193704.0,4,11642
3809,155546.0,1,668
3810,22688874.0,1,869
3811,22690302.0,3,1578
3812,22690302.0,1,264
3813,22690302.0,2,573
3814,41233.0,6,132
3815,163548.0,13,1667
3816,40649.0,1,153
3817,40649.0,1,4403
3818,189005.0,1,381
3819,189005.0,1,460
3820,189005.0,1,642
3821,154992.0,2,75464
3822,190257.0,11,55383
3823,59974.0,6,17741
3824,59974.0,1,2549
3825,59974.0,132,50419
3826,135109.0,62,3453
3827,61677.0,1,805
3828,22735889.0,5,160
3829,64269065.0,994,206136
3830,56127.0,1,2497
3831,182407.0,1,1553
3832,41553.0,1,381
3833,63102.0,251,6733
3834,180708.0,44,7520
3835,180708.0,6,2553
3836,22695535.0,278,12003
3837,569.0,75,6446
3838,569.0,1,104
3839,22681105.0,33,3197
3840,22681105.0,1,79
3841,22681105.0,7,1997
3842,75607290.0,2,642
3843,75607290.0,1,13
3844,75607290.0,2,1334
3845,196679.0,4,20281
3846,196679.0,16,2196
3847,21793.0,1,21
3848,169991.0,4,26298
3849,5632.0,1,23
3850,41644.0,1,440
3851,41644.0,1,51941
3852,61333.0,7,1857
3853,61333.0,49,9677
3854,161618.0,5,17760
3855,182162.0,2,10024
3856,182162.0,8,7863
3857,188033.0,1,514
3858,165762.0,11,16763
3859,55864.0,2,123
3860,54937.0,1,29
3861,57726.0,3,761
3862,180246.0,73,325463
3863,22713453.0,9,1485
3864,192312.0,1,968
3865,153632.0,35,3575
3866,180657.0,1,3252
3867,21133207.0,742,76385
3868,57383.0,5,4394
3869,182605.0,9,6864
3870,22718162.0,336,31018
3871,188084.0,1,1536
3872,174524.0,2,337
3873,174524.0,194,5494
3874,174524.0,1,267
3875,58139.0,1,2654
3876,187684.0,19,232768
3877,56604509.0,3,121
3878,190309.0,44,143028
3879,190309.0,44,143028
3880,56046.0,1,48
3881,47143503.0,1,468
3882,49830462.0,2,118
3883,69538589.0,72,132637
3884,55340.0,1,361
3885,103761508.0,1,526
3886,56378.0,1,361
3887,22720986.0,52,5673
3888,57362.0,1,24
3889,22708094.0,2,573
3890,137515.0,191,20735
3891,12830.0,22,972
3892,189442.0,1,1399
3893,199364.0,8,40486
3894,58848.0,3,448
3895,182176.0,1,428
3896,41863.0,1,7957
3897,56490.0,1,34
3898,133228.0,4,41780
3899,155978.0,1,455
3900,197983.0,1,522
3901,95415289.0,1,468
3902,135554.0,1,51
3903,164459.0,11684,998414
3904,164459.0,492,158174
3905,164459.0,108,4320
3906,164459.0,3143,189547
3907,7653.0,1,156
3908,191999.0,1,8
3909,60485561.0,1,3466
3910,182537.0,1,799
3911,192494.0,1,277
3912,103871930.0,2,14626
3913,57180.0,1,361
3914,158847.0,18,5467
3915,196254.0,2,86
3916,201344.0,3,682
3917,22690152.0,12,696
3918,172077.0,4,2922
3919,736.0,17,1602
3920,161717.0,18,58885
3921,133663.0,6,61329
3922,192422.0,5,25503
3923,21133013.0,12,47978
3924,161596.0,2,13720
3925,175983.0,385,35353
3926,63328.0,3,7908
3927,63328.0,9,6970
3928,42717.0,1,4704
3929,3794.0,1,23
3930,159019.0,25,6716
3931,60482607.0,10,14935
3932,22723570.0,6,1134
3933,31284.0,25,14325
3934,22686649.0,4,626
3935,134155.0,2,6843
3936,64094.0,13,2366
3937,22682541.0,117,2752
3938,59654.0,1,361
3939,188883.0,2,1910
3940,158995.0,1,4266
3941,192038.0,53,5559
3942,181680.0,7,24004
3943,181680.0,12,15387
3944,189436.0,100,7831
3945,189436.0,1999,119464
3946,39483.0,1,32
3947,15612.0,18,5071
3948,136097.0,1,15
3949,21133067.0,4,38188
3950,180376.0,3,16305
3951,185092.0,3,28388
3952,22718414.0,2,2172
3953,185922.0,6,112223
3954,67905401.0,22,329783
3955,60873.0,1,1535
3956,61502184.0,16,4112
3957,180895.0,1,5176
3958,69545542.0,7,3001
3959,193785.0,2,46401
3960,157168.0,1,335
3961,22681155.0,3668,173552
3962,184514.0,7,10638
3963,184514.0,1,286
3964,184514.0,2,381
3965,55446.0,1,361
3966,178987.0,2,22740
3967,182872.0,13,21974
3968,182872.0,24,33024
3969,56268.0,1,502
3970,195944.0,1,47
3971,44653.0,1,4946
3972,15039290.0,1,2904
3973,56692.0,1,58
3974,58711.0,1,156
3975,167329.0,1,196
3976,167329.0,4,1673
3977,189114.0,1,129
3978,22696898.0,2,19133
3979,187932.0,1,799
3980,161736.0,1,309
3981,48342097.0,6,2817
3982,22721947.0,1,120
3983,48637566.0,1,155
3984,177440.0,3,52
3985,22832.0,10,208
3986,155322.0,9,74570
3987,64012.0,1,123
3988,187681.0,50,154316
3989,203037.0,1,164
3990,203037.0,1,11
3991,203037.0,6,67
3992,203037.0,5,12155
3993,203037.0,1,201
3994,203037.0,2,130
3995,162214.0,4,5333
3996,166307.0,1781,87509
3997,22731290.0,10,993
3998,64792700.0,3,752
3999,3170.0,1,30
4000,57611.0,1,29
4001,22714979.0,4,131
4002,22681246.0,2,3363
4003,182682.0,2,1165
4004,182682.0,1,749
4005,22680831.0,6,3818
4006,5817.0,1,28
4007,199493.0,2,115
4008,59162.0,2,416
4009,176753.0,4,13468
4010,22709004.0,8,192
4011,15008.0,1,326
4012,15008.0,1,991
4013,15008.0,2,3333
4014,189463.0,241,21618
4015,156171.0,2,826
4016,200203.0,1,2000
4017,178343.0,1,20
4018,62053740.0,1,2213
4019,189343.0,1,554
4020,193264.0,12,84782
4021,195375.0,1,1255
4022,57515.0,1,169
4023,57805.0,4,411
4024,185548.0,17,17965
4025,133565.0,11,170286
4026,135621.0,2,2661
4027,182303.0,1,5330
4028,182303.0,3,3629
4029,22684379.0,112,15713
4030,2053.0,1,2034
4031,49829760.0,4,5777
4032,70102664.0,1,178
4033,70102664.0,3,416
4034,60572.0,1,1911
4035,21132989.0,126,230653
4036,134710.0,38,4025
4037,168354.0,3,13120
4038,168354.0,3,889
4039,168354.0,1,759
4040,168354.0,1,110
4041,168354.0,1,484
4042,168354.0,1,336
4043,168354.0,1,297
4044,168354.0,1,125
4045,63786.0,1,24
4046,57476.0,1,611
4047,55692.0,2,722
4048,22728599.0,1,53
4049,8787.0,5,449
4050,103681376.0,2,81
4051,19172.0,2,540
4052,74854656.0,1,18308
4053,60933.0,1,1535
4054,195960.0,7,1107
4055,80580696.0,1,6253
4056,7625.0,1,2722
4057,20221.0,1,5743
4058,103766614.0,154,8652
4059,8767.0,58,3110
4060,61373.0,7,2953
4061,61373.0,4,3254
4062,22712705.0,5,3434
4063,185339.0,1,828
4064,4038.0,461,379837
4065,20666310.0,127,10086
4066,164701.0,379,9541
4067,60778.0,4,19919
4068,60778.0,11,9996
4069,172679.0,1,30
4070,38561.0,3,235
4071,165253.0,1,153
4072,165253.0,2,256
4073,5618.0,1,17
4074,58863.0,1,361
4075,182779.0,13,21497
4076,182779.0,10,10892
4077,7744.0,5,1436
4078,167464.0,591,23360
4079,135682.0,16,10915
4080,16778856.0,2,5077
4081,170242.0,5,21334
4082,65527235.0,2,572
4083,156598.0,1,58
4084,57453696.0,3,50312
4085,17566.0,1,309
4086,184536.0,1,604
4087,169972.0,2,27403
4088,22680280.0,7,285
4089,66276445.0,128,14591
4090,61390.0,10,5213
4091,61390.0,1,1971
4092,63335.0,4,1473
4093,54946.0,1,361
4094,158545.0,1,15
4095,22711679.0,10,461
4096,22711679.0,13,2189
4097,168270.0,2,4470
4098,168270.0,1,50
4099,168270.0,3,7455
4100,174139.0,1,9
4101,185234.0,36,45169
4102,180332.0,5,34417
4103,164626.0,45,9403
4104,164626.0,3,2290
4105,164626.0,2,132
4106,55742.0,10,5005
4107,22723625.0,1,73
4108,22723625.0,1,617
4109,68468640.0,6,5945
4110,166128.0,7,18330
4111,187459.0,1,3987
4112,190400.0,38,64685
4113,56633.0,1,15
4114,22706607.0,47,8896
4115,47143163.0,4,29538
4116,22695425.0,332,35701
4117,60838951.0,10,385
4118,60838951.0,2,234
4119,60838951.0,10,1367
4120,163619.0,99,3978
4121,88587514.0,1,362
4122,88587514.0,3,267
4123,88587514.0,2,421
4124,88587514.0,2,482
4125,88587514.0,1,193
4126,88587514.0,1,282
4127,88587514.0,1,250
4128,88587514.0,1,188
4129,88587514.0,1,168
4130,88587514.0,9,523
4131,88587514.0,1,191
4132,88587514.0,1,274
4133,88587514.0,1,360
4134,88587514.0,1,109
4135,155230.0,1,13104
4136,899.0,1,80
4137,899.0,1,109
4138,899.0,1,468
4139,899.0,1,48
4140,899.0,1,2582
4141,899.0,1,5953
4142,899.0,1,89
4143,899.0,1,4848
4144,899.0,1,19
4145,899.0,1,39160
4146,899.0,1,8451
4147,899.0,1,488
4148,899.0,1,30453
4149,899.0,1,508
4150,899.0,42,131286
4151,64691499.0,1,160
4152,56834.0,2,35
4153,22688235.0,2,188
4154,158704.0,175,20942
4155,136747.0,1,5952
4156,169879.0,1,580
4157,18517.0,1,41
4158,180224.0,1,1242
4159,192084.0,1,227
4160,192084.0,27,1175
4161,193402.0,1,209
4162,193402.0,1,53
4163,182498.0,1,371
4164,22689701.0,6,976
4165,15601913.0,31,262275
4166,166313.0,1107,62287
4167,166313.0,1387,82000
4168,166313.0,13,35771
4169,166785.0,586,78088
4170,166785.0,2,973
4171,166785.0,1,394
4172,166785.0,15,1338
4173,166785.0,15,7864
4174,166785.0,3,1456
4175,59397.0,1,16
4176,59397.0,2,43
4177,60469712.0,1,10393
4178,14359.0,1,22
4179,14359.0,1,752
4180,14359.0,1,2437
4181,14359.0,2,4401
4182,45199.0,1,212
4183,60436.0,7,9822
4184,177174.0,19,6366
4185,177174.0,2,609
4186,177174.0,5,3186
4187,22701898.0,1,252
4188,178827.0,34,65000
4189,22717466.0,344,19508
4190,88152206.0,2,1450
4191,13931.0,1,60
4192,155737.0,1,536
4193,183820.0,3,1761
4194,182400.0,40,42043
4195,182400.0,43,43616
4196,22724076.0,11,6025
4197,162348.0,1,636
4198,64377.0,3,963
4199,178600.0,11,5466
4200,185511.0,11,20921
4201,156916.0,1,121
4202,46086162.0,117,1250456
4203,39109.0,3,379
4204,39109.0,9,1305
4205,199558.0,5,546
4206,69181934.0,56,945032
4207,182020.0,1,450
4208,44947.0,1,424
4209,196703.0,2,321
4210,58827.0,641,117864
4211,58827.0,1253,166671
4212,58827.0,1860,282776
4213,156725.0,13,2116
4214,16596.0,5,2757
4215,16596.0,3,3272
4216,16596.0,2,1128
4217,177855.0,4,736
4218,198145.0,2,327
4219,56403.0,2,722
4220,56987.0,1,30
4221,22721082.0,5,21103
4222,22721082.0,47,3497
4223,22721082.0,75,31961
4224,10157.0,38,7993
4225,22709085.0,89,17818
4226,59193.0,2,84
4227,136325.0,2,65
4228,191922.0,571,30459
4229,79740768.0,4,3404
4230,202287.0,1,2704
4231,22725751.0,1,774
4232,56006.0,12,17473
4233,22684991.0,36,2764
4234,189628.0,1,708
4235,133642.0,36,266124
4236,61872.0,1,12
4237,164633.0,2,1651
4238,200388.0,1,125
4239,186022.0,11,14376
4240,16781085.0,24,91787
4241,153871.0,5,5485
4242,195172.0,361,17853
4243,22723828.0,9,2760
4244,3903.0,1,18608
4245,172619.0,2,271
4246,18847.0,2,163
4247,57001.0,1,33
4248,167723.0,1,371
4249,59805.0,5,27908
4250,59805.0,17,13929
4251,59805.0,6,873
4252,20656365.0,8,7706
4253,22704920.0,6,1930
4254,163736.0,1,1497
4255,60475013.0,3,26123
4256,68333251.0,5,5891
4257,63865.0,21,1243
4258,22696380.0,2,67
4259,22696380.0,2,44
4260,22696380.0,7,408
4261,55896.0,1,12270
4262,159036.0,1,1610
4263,187704.0,2,562
4264,181818.0,1,641
4265,22706763.0,4,620
4266,56039279.0,1,1906
4267,80221085.0,3,2909
4268,2581.0,1,930
4269,2581.0,1,1513
4270,59180.0,2,910
4271,22678719.0,1,5
4272,22678719.0,179,13657
4273,18767.0,1,1598
4274,18767.0,1,64
4275,136030.0,1,20
4276,197481.0,1,1095
4277,197481.0,2,2226
4278,60689.0,1,1911
4279,22706296.0,56,5981
4280,88495231.0,2,324
4281,159096.0,1,3875
4282,202259.0,12,4351
4283,202259.0,2,13640
4284,202259.0,21,19133
4285,202259.0,14,10500
4286,202619.0,8,2127
4287,202619.0,38,22215
4288,202619.0,7,4915
4289,155835.0,1740,164915
4290,155835.0,304,20934
4291,177970.0,118,345095
4292,57750.0,1,34
4293,55131.0,1,15
4294,932.0,1,361
4295,135032.0,7,18870
4296,135032.0,15,12512
4297,135032.0,8,2005
4298,183700.0,3,36398
4299,59676.0,1,137
4300,198036.0,1,278
4301,22695987.0,7,3220
4302,49569666.0,1,1458
4303,49569666.0,1,1458
4304,199370.0,5,25089
4305,22702487.0,7,1409
4306,22702487.0,4,3198
4307,30318.0,6,2556
4308,22694821.0,14,93207
4309,22694821.0,231,71920
4310,22694821.0,1341,27867
4311,22694821.0,36,1273
4312,22694821.0,1,87
4313,22694821.0,13,606
4314,176311.0,7,1227
4315,22714654.0,1,26575
4316,22714654.0,1807,64555
4317,22714654.0,43,18394
4318,187629.0,2,528
4319,189829.0,2,63798
4320,189829.0,4,26852
4321,189829.0,10,60133
4322,178463.0,1,26
4323,180236.0,76,284454
4324,41340.0,2,128
4325,62172832.0,1,103
4326,176682.0,40,14440
4327,196374.0,105,4559
4328,4603.0,1,922
4329,183668.0,3,34400
4330,88091762.0,2,473
4331,103842202.0,17,686
4332,161719.0,1,2628
4333,19819.0,1,269
4334,22703725.0,7,2656
4335,158829.0,1,1343
4336,170540.0,2,65
4337,188039.0,1,2142
4338,161643.0,1,4111
4339,172760.0,1,264
4340,172760.0,1,264
4341,61935587.0,4,15459
4342,192621.0,1,5565
4343,15039263.0,1,813
4344,58598.0,3,3511
4345,19672673.0,1,1753
4346,47137465.0,4,50402
4347,22717275.0,5,522
4348,56476.0,1,55
4349,134652.0,5,1136
4350,134652.0,5,2246
4351,22678684.0,177,12668
4352,196642.0,13,12927
4353,201353.0,5,431
4354,42927566.0,107,15166
4355,42927566.0,62,2492
4356,181003.0,1,742
4357,22732183.0,1,321
4358,182297.0,12,8894
4359,182297.0,6,3794
4360,44579395.0,1,999
4361,190070.0,40,181588
4362,22700010.0,15,11612
4363,22700815.0,6,2666
4364,186033.0,10,105099
4365,103798418.0,1,42
4366,16439236.0,24,153192
4367,56312.0,1,73
4368,17515.0,2,868
4369,176811.0,1,28118
4370,22715645.0,2,127
4371,54434.0,2,2372
4372,173209.0,16,2780
4373,198193.0,1,1911
4374,39404.0,2,14799
4375,22720610.0,3,1660
4376,15434.0,1,624
4377,41076.0,3,576
4378,159067.0,44,6599
4379,22720855.0,3,307
4380,22720855.0,1,219
4381,22720855.0,1,97
4382,103132051.0,1,1445
4383,22681908.0,8,4038
4384,58849.0,1,361
4385,64405.0,1,361
4386,103899663.0,136,21935
4387,39332.0,3,5167
4388,137935.0,1,446
4389,194402.0,33,287403
4390,22730713.0,1,25
4391,134058.0,1,754
4392,2542.0,1,87
4393,2542.0,1,3728
4394,161634.0,1,60491
4395,48342402.0,53,41402
4396,103680560.0,44,29090
4397,61467.0,4,1722
4398,56407.0,1,43
4399,56222.0,1,209
4400,10130.0,1,4071
4401,10130.0,1,6806
4402,10130.0,1,1020
4403,22721836.0,14,536
4404,22721836.0,2,75
4405,22721836.0,800,61300
4406,22721836.0,504,33353
4407,22721836.0,302,112631
4408,49830597.0,2,1422
4409,49830597.0,10,1926
4410,196375.0,1075,58636
4411,197654.0,1,1517
4412,197654.0,4,615
4413,22707518.0,4,927
4414,170366.0,2,721
4415,103899604.0,1,1559
4416,103899604.0,2,2677
4417,180470.0,1,1677
4418,22689642.0,6,13735
4419,198128.0,14,407
4420,22681130.0,1,255
4421,155899.0,11,6044
4422,165128.0,2,4956
4423,165128.0,1,1011
4424,165128.0,4,2548
4425,13132.0,1,361
4426,197994.0,108,9634
4427,197994.0,4,1336
4428,22679340.0,189,13518
4429,22684236.0,3,1203
4430,47173811.0,3,4814
4431,158876.0,307,21399
4432,22720905.0,1,86
4433,22720905.0,1,3271
4434,22720905.0,1,1950
4435,136684.0,1,1579
4436,136684.0,1,167
4437,46104208.0,5,68464
4438,196588.0,18,201
4439,22725962.0,15,10219
4440,60151.0,2,17
4441,22717352.0,30,24993
4442,136043.0,3,915
4443,155712.0,2,2041
4444,22688251.0,3,273
4445,60554.0,1,1911
4446,182964.0,1,517
4447,157647.0,298,37093
4448,180389.0,9,107766
4449,41356.0,1,40
4450,44712322.0,1,316
4451,55480.0,1,2588
4452,196332.0,28,907
4453,153685.0,781,21907
4454,15601909.0,34,331257
4455,5027.0,7,6440
4456,5027.0,5,4540
4457,185073.0,17,35580
4458,56133.0,1,20
4459,154908.0,1,8444
4460,47142333.0,7,12378
4461,182834.0,1,3760
4462,196359.0,91,3091
4463,22700213.0,1,75
4464,4257.0,5,64
4465,91109639.0,101,18785
4466,91109639.0,196,44197
4467,91109639.0,141,59290
4468,91109639.0,196,44197
4469,91109639.0,141,59290
4470,91109639.0,101,18785
4471,22716265.0,9,906
4472,66083197.0,1,66
4473,66083197.0,1,66
4474,929.0,1,2243
4475,59678.0,1,22
4476,155235.0,3,32289
4477,54478.0,1,19
4478,183015.0,2,9585
4479,183015.0,3,2240
4480,70011384.0,7,4252
4481,60770.0,1,2220
4482,180361.0,5,130854
4483,187439.0,8,16450
4484,22687439.0,18,13023
4485,156489.0,1,128
4486,59990.0,2,23475
4487,59990.0,3,1930
4488,59990.0,3,451
4489,170156.0,52,163517
4490,13508501.0,1,3533
4491,134786.0,1,522
4492,22684132.0,66,5366
4493,184013.0,1,20610
4494,41270.0,1,132
4495,189483.0,11,4558
4496,169669.0,1,6013
4497,169669.0,7,2683
4498,169669.0,1,48
4499,62018.0,2,221
4500,65365107.0,4,243845
4501,56933.0,1,667
4502,176207.0,1,89
4503,178060.0,5,24320
4504,22700473.0,10,9229
4505,48283483.0,1,136
4506,49254717.0,1,153
4507,58933368.0,5,2932
